web-scraper-order,web-scraper-start-url,page,page-href,episode,title,number of ratings
"1544663771-763","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep17","The Farm","(1,411)"
"1544663771-754","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep8","The Target","(1,230)"
"1544663759-645","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep13","Job Fair","(1,715)"
"1544663759-646","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep14","Goodbye, Toby","(2,652)"
"1544663754-609","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep22","Casino Night","(3,217)"
"1544663754-590","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep3","Office Olympics","(2,390)"
"1544663766-701","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep3","Andy's Play","(1,567)"
"1544663757-620","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep11","Back from Vacation","(1,974)"
"1544663766-708","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep10","China","(1,438)"
"1544663754-602","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep15","Boys and Girls","(2,019)"
"1544663766-706","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep8","Viewing Party","(1,416)"
"1544663771-759","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep13","Junior Salesman","(1,196)"
"1544663761-669","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep23","Broke","(2,157)"
"1544663757-614","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep5","Initiation","(1,980)"
"1544663761-666","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep20","Dream Team","(1,622)"
"1544663768-724","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep2","The Incentive","(1,451)"
"1544663761-657","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep11","The Duel","(1,760)"
"1544663761-659","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep13","Stress Relief","(5,098)"
"1544663771-750","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep4","Work Bus","(1,345)"
"1544663754-600","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep13","The Secret","(2,048)"
"1544663761-668","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep22","Heavy Competition","(1,662)"
"1544663766-705","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep7","Christening","(1,456)"
"1544663759-642","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep10","Chair Model","(1,829)"
"1544663766-713","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep15","PDA","(1,490)"
"1544663761-662","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep16","Blood Drive","(1,613)"
"1544663764-673","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep1","Gossip","(1,848)"
"1544663764-684","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep12","Scott's Tots","(1,704)"
"1544663752-584","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","1","https://www.imdb.com/title/tt0386676/episodes?season=1&ref_=tt_eps_sn_1","S1, Ep3","Health Care","(2,595)"
"1544663768-738","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep16","After Hours","(1,355)"
"1544663766-707","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep9","WUPHF.com","(1,386)"
"1544663764-691","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep19","St. Patrick's Day","(1,419)"
"1544663768-728","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep6","Doomsday","(1,277)"
"1544663761-648","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep2","Business Ethics","(1,739)"
"1544663754-608","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep21","Conflict Resolution","(2,133)"
"1544663757-612","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep3","The Coup","(2,083)"
"1544663757-616","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep7","Branch Closing","(1,977)"
"1544663757-630","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep21","Women's Appreciation","(2,115)"
"1544663752-582","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","1","https://www.imdb.com/title/tt0386676/episodes?season=1&ref_=tt_eps_sn_1","S1, Ep1","Pilot","(3,234)"
"1544663754-592","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep5","Halloween","(2,235)"
"1544663768-744","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep22","Fundraiser","(1,270)"
"1544663764-685","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep13","Secret Santa","(1,593)"
"1544663754-604","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep17","Dwight's Speech","(2,148)"
"1544663761-667","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep21","Michael Scott Paper Company","(1,763)"
"1544663757-622","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep13","The Return","(2,131)"
"1544663764-692","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep20","New Leads","(1,386)"
"1544663764-687","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep15","Sabre","(1,451)"
"1544663761-653","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep7","Business Trip","(1,622)"
"1544663771-762","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep16","Moving On","(1,364)"
"1544663766-709","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep11","Classy Christmas","(1,863)"
"1544663757-631","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep22","Beach Games","(2,449)"
"1544663768-736","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep14","Special Project","(1,237)"
"1544663754-593","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep6","The Fight","(2,228)"
"1544663757-626","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep17","Cocktails","(1,982)"
"1544663766-721","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep23","Dwight K. Schrute, (Acting) Manager","(1,607)"
"1544663754-597","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep10","Christmas Party","(2,393)"
"1544663761-652","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep6","Customer Survey","(1,750)"
"1544663771-749","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep3","Andy's Ancestry","(1,263)"
"1544663757-627","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep18","The Negotiation","(2,252)"
"1544663768-731","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep9","Mrs. California","(1,341)"
"1544663764-674","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep2","The Meeting","(1,525)"
"1544663754-607","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep20","Drug Testing","(2,087)"
"1544663752-587","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","1","https://www.imdb.com/title/tt0386676/episodes?season=1&ref_=tt_eps_sn_1","S1, Ep6","Hot Girl","(2,494)"
"1544663766-704","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep6","Costume Contest","(1,437)"
"1544663766-711","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep13","The Seminar","(1,397)"
"1544663771-766","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep20","Paper Airplane","(1,275)"
"1544663761-672","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep26","Company Picnic","(1,941)"
"1544663764-696","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep24","The Cover-Up","(1,408)"
"1544663759-637","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep5","Local Ad","(2,082)"
"1544663757-617","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep8","The Merger","(2,075)"
"1544663757-623","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep14","Ben Franklin","(1,974)"
"1544663768-729","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep7","Pam's Replacement","(1,351)"
"1544663768-735","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep13","Jury Duty","(1,282)"
"1544663764-682","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep10","Murder","(1,723)"
"1544663764-676","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep4","Niagara","(3,190)"
"1544663761-655","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep9","The Surplus","(1,802)"
"1544663757-613","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep4","Grief Counseling","(2,030)"
"1544663759-643","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep11","Night Out","(1,902)"
"1544663766-712","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep14","The Search","(1,499)"
"1544663759-636","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep4","Money","(2,034)"
"1544663754-589","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep2","Sexual Harassment","(2,371)"
"1544663768-733","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep11","Trivia","(1,286)"
"1544663764-681","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep9","Double Date","(1,475)"
"1544663766-700","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep2","Counseling","(1,453)"
"1544663754-601","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep14","The Carpet","(2,031)"
"1544663754-599","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep12","The Injury","(2,886)"
"1544663766-722","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","7","https://www.imdb.com/title/tt0386676/episodes?season=7&ref_=tt_eps_sn_7","S7, Ep24","Search Committee","(1,799)"
"1544663764-698","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep26","Whistleblower","(1,407)"
"1544663757-611","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep2","The Convention","(1,982)"
"1544663761-661","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","5","https://www.imdb.com/title/tt0386676/episodes?season=5&ref_=tt_eps_sn_5","S5, Ep15","Lecture Circuit: Part 2","(1,568)"
"1544663771-760","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","9","https://www.imdb.com/title/tt0386676/episodes?season=9&ref_=tt_eps_sn_9","S9, Ep14","Vandalism","(1,201)"
"1544663759-638","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","4","https://www.imdb.com/title/tt0386676/episodes?season=4&ref_=tt_eps_sn_4","S4, Ep6","Branch Wars","(1,906)"
"1544663754-591","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","2","https://www.imdb.com/title/tt0386676/episodes?season=2&ref_=tt_eps_sn_2","S2, Ep4","The Fire","(2,370)"
"1544663768-741","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","8","https://www.imdb.com/title/tt0386676/episodes?season=8&ref_=tt_eps_sn_8","S8, Ep19","Get the Girl","(1,425)"
"1544663764-677","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","6","https://www.imdb.com/title/tt0386676/episodes?season=6&ref_=tt_eps_sn_6","S6, Ep5","Niagara","(1,514)"
"1544663757-628","https://www.imdb.com/title/tt0386676/?ref_=ttep_ep_tt","3","https://www.imdb.com/title/tt0386676/episodes?season=3&ref_=tt_eps_sn_3","S3, Ep19","Safety Training","(2,122)"
